No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EPS Growth,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,FCF Growth,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio,Net WC
424,SNA,Snap-on Incorporated,14203418270,269.42,-0.54%,5114600000,0.69,13732118270,14.13,2.76%,14.65%,1323500000,1025900000,19.07,9.47%,1369900000,1468800000,1201300000,-322100000,-585000000,287200000,294000000,59.21%,1254600000,0.60%,7666800000,2503500000,2.76,9.35,1.00,3.93,7.34,1075700000
425,AKAM,"Akamai Technologies, Inc.",14103031030,92.59,-1.65%,3883192000,0.41,17001301030,23.09,,,677428000,625941000,4.01,31.05%,737224000,1328726000,1466818000,-1879933000,584687000,169130000,89437000,6.62%,4572958000,41.70%,9935606000,5301839000,3.04,12.80,0.72,2.02,4.08,374284000
426,EXPE,"Expedia Group, Inc.",13978134170,110.11,-0.18%,13063000000,0.55,12887134170,20.54,,,1044000000,807000000,5.36,174.87%,1285000000,2110000000,2412000000,-845000000,-2290000000,-765000000,232000000,-43.43%,6557000000,0.14%,24761000000,22625000000,15.71,6.11,1.84,2.79,1.90,-10865000000
427,RVTY,"Revvity, Inc.",13802740980,111.86,-1.24%,2725626000,0.20,16110967980,91.69,0.25%,,268559000,149632000,1.22,-83.95%,234837000,665400000,175372000,-569159000,-868949000,-1269092000,4731000,-74.48%,4003635000,-11.22%,13432705000,5586209000,1.76,24.21,1.09,2.50,3.79,701153000
428,WRK,WestRock Company,13764451360,53.32,-1.50%,19456000000,0.71,22305451360,44.43,2.27%,10.00%,518800000,304900000,1.20,,763100000,2300100000,1590000000,193000000,-1670800000,131300000,43800000,-42.03%,9035700000,-4.94%,26884000000,16800200000,1.37,9.70,1.10,0.79,4.01,2428700000
429,POOL,Pool Corporation,13708295320,357.65,-1.33%,5455630000,1.53,14934390320,27.92,1.34%,9.76%,709516000,500415000,12.81,-24.07%,653699000,694821000,930468000,-72989000,-816776000,41504000,153284000,16.45%,1294069000,-21.32%,3758827000,2413143000,10.19,21.49,1.01,8.92,9.35,1061280000
430,TRMB,Trimble Inc.,13631690560,55.82,-1.73%,3798700000,0.42,16590390560,44.66,,,448800000,311300000,1.25,-30.56%,518000000,768600000,597100000,-2068100000,1431500000,-32100000,45700000,59.51%,3188500000,96.20%,9539300000,5039200000,3.03,21.59,1.51,1.14,1.41,302200000
431,KEY,KeyCorp,13379183400,14.19,-2.00%,5747000000,0.03,35831183400,17.96,5.78%,1.23%,1046000000,731000000,0.79,-55.37%,1048000000,1170000000,2544000000,9127000000,-11208000000,463000000,174000000,-42.60%,23699000000,-30.68%,187485000000,172938000000,0.92,30.62,1.28,0.35,1.50,
432,NDSN,Nordson Corporation,13376846304,233.58,-1.83%,2651825000,0.53,14903838304,27.84,1.16%,4.62%,684086000,483458000,8.39,-5.84%,691220000,815847000,648341000,-1058903000,419933000,-3627000,127149000,11.46%,1652438000,53.71%,5171871000,2383600000,4.80,18.27,1.00,5.60,4.84,665088000
433,DOC,"Healthpeak Properties, Inc.",13308517620,18.91,-0.99%,2261885000,0.13,22214273620,54.03,6.35%,,325025000,193062000,0.35,-65.35%,410787000,1200682000,934885000,-730880000,-164072000,39933000,3779000,4056.83%,9062914000,36.05%,20542040000,10942541000,1.50,18.50,1.01,0.38,2.41,
434,WBA,"Walgreens Boots Alliance, Inc.",13268525940,15.38,-4.05%,144596000000,1.53,46223525940,,9.49%,-23.96%,-14136000000,-6037000000,-7.00,,-6809000000,-4377000000,101000000,1391000000,-2780000000,-1278000000,-1337000000,,33623000000,-10.52%,84207000000,68843000000,0.98,,0.79,0.56,4.88,-4746000000
435,CPB,Campbell Soup Company,13182114660,44.22,-2.47%,9271000000,0.77,17533114660,17.34,3.35%,,1201000000,766000000,2.55,-5.90%,1205000000,1608000000,1095000000,-438000000,-646000000,11000000,248000000,-29.81%,4520000000,-1.09%,12106000000,8255000000,3.42,10.90,0.22,0.74,6.62,-141000000
436,PNR,Pentair plc,13107673750,78.95,-4.59%,4093100000,,,21.00,1.17%,4.60%,736400000,626300000,3.76,25.75%,733400000,848100000,618200000,-88500000,-538200000,-10100000,-6100000,76.69%,,,,,478.38,,1.23,1.75,2.13,
437,SWK,"Stanley Black & Decker, Inc.",13067404680,84.92,-1.40%,15718800000,0.65,20433304680,,3.81%,1.25%,545600000,-103200000,-0.69,,367900000,972000000,1046600000,-329700000,-591600000,90700000,-88900000,,7842500000,-1.12%,23853900000,14977500000,1.47,21.02,1.33,2.00,2.90,2355200000
438,INCY,Incyte Corporation,12872948750,57.25,-0.10%,3767865000,0.57,9053245750,17.35,,,687653000,745444000,3.30,129.17%,1021030000,1106426000,820901000,-252230000,-36455000,525063000,273074000,37.32%,32612000,-0.72%,7135605000,1741334000,2.39,8.18,0.69,1.16,3.10,-395999000
439,HST,"Host Hotels & Resorts, Inc.",12810649480,18.17,-0.71%,5401000000,0.44,16535649480,17.81,4.40%,78.88%,870000000,721000000,1.02,-8.93%,946000000,1654000000,1498000000,-178000000,-507000000,812000000,36000000,-11.40%,5074000000,6.20%,12464000000,5524000000,1.90,10.00,1.33,0.39,6.44,
440,LNT,Alliant Energy Corporation,12785620730,49.87,-0.16%,3981000000,0.19,22420620730,18.13,3.85%,5.97%,944000000,698000000,2.75,5.77%,1101000000,1800000000,986000000,-1491000000,379000000,-126000000,-4000000,,9667000000,6.82%,21248000000,14431000000,1.88,12.46,0.54,0.78,3.26,235000000
441,LW,"Lamb Weston Holdings, Inc.",12764164400,88.40,-0.91%,6550600000,0.96,16554464400,11.77,1.63%,21.90%,1039800000,1094700000,7.51,100.80%,1474200000,1763700000,908100000,-1630000000,109600000,-612700000,251200000,,3852600000,19.68%,7245700000,5487500000,7.26,9.39,0.79,1.90,3.39,958300000
442,DVA,DaVita Inc.,12599859000,143.67,3.70%,12338003000,0.72,23999950000,16.33,,,1747258000,815637000,8.80,61.17%,1454799000,2209254000,1461638000,-870462000,-575264000,19384000,241967000,-14.54%,11841483000,2.88%,17430935000,14794948000,13.61,10.86,1.03,3.79,4.29,1188247000
443,UDR,"UDR, Inc.",12582820470,38.21,-1.93%,1641586000,0.15,18498143470,27.69,4.45%,8.01%,648583000,451642000,1.38,345.16%,643933000,1336996000,832248000,-153351000,-676141000,2756000,2209000,598.06%,5947289000,3.16%,11190488000,6333899000,3.21,13.84,0.78,0.66,1.77,
444,TECH,Bio-Techne Corporation,12510673150,79.39,-1.73%,1154281000,0.43,12860091150,63.51,0.40%,-50.00%,255389000,203001000,1.25,-25.15%,243560000,354137000,306878000,-198978000,-86525000,12633000,29344000,7.91%,494730000,4.38%,2721170000,706795000,6.21,36.31,1.23,2.43,5.36,328496000
445,NI,NiSource Inc.,12507709500,27.90,-0.50%,5245700000,0.18,25338109500,18.24,3.80%,6.09%,1347900000,686800000,1.53,4.08%,1373000000,2316400000,1707900000,-3566800000,1851100000,-7800000,129700000,,12970900000,8.78%,29338100000,19543200000,1.58,10.94,0.48,0.44,1.33,41000000
446,PODD,Insulet Corporation,12454423890,177.82,-1.25%,1780700000,0.71,13104723890,53.40,,,249200000,234000000,3.33,33200.00%,275100000,349500000,232800000,-101300000,-15600000,115300000,10900000,,1401500000,0.35%,2624000000,1833300000,15.75,37.50,0.99,7.37,4.20,473700000
447,VTRS,Viatris Inc.,12371165200,10.39,-0.19%,15361200000,0.32,29327165200,,4.62%,,570300000,-56100000,-0.05,,649300000,3350800000,2443000000,-168900000,-1752800000,505200000,140900000,-13.76%,17970600000,-4.32%,47343700000,27329400000,0.62,8.75,1.13,0.28,5.50,6047100000
448,KIM,Kimco Realty Corporation,12289134680,18.23,-1.30%,1844262000,0.10,19868621680,34.40,5.27%,53.47%,596991000,326824000,0.53,120.83%,719129000,1254812000,902465000,20888000,-1115763000,-192410000,102133000,-9.50%,7716254000,6.22%,19466379000,8628084000,1.16,15.83,1.45,0.34,3.39,
449,EVRG,"Evergy, Inc.",12246018540,53.26,-0.32%,5542400000,0.18,25812918540,17.24,4.83%,5.39%,1263300000,711400000,3.09,-8.04%,1257800000,2347000000,1934600000,-2558000000,660400000,37000000,10500000,,13630600000,10.37%,31256300000,21592200000,1.27,11.00,0.56,0.82,4.24,545100000
450,MGM,MGM Resorts International,12227246400,38.98,-1.86%,16674423000,0.39,41005428400,15.05,,,1631265000,892849000,2.59,-44.78%,1368612000,2688207000,2535995000,-1034763000,-3253468000,-1782757000,35733000,-44.71%,31500474000,-1.98%,42079053000,38051776000,3.54,15.25,2.22,1.06,3.52,-1067638000
451,BEN,"Franklin Resources, Inc.",12136919370,23.07,-1.11%,8099000000,0.26,21167819370,13.18,5.38%,3.36%,989000000,898500000,1.75,5.42%,1301100000,1805600000,1313100000,-1797900000,340500000,-154300000,296800000,-9.49%,13155200000,19.16%,32907700000,18072100000,0.94,11.72,1.45,0.49,3.81,
452,AOS,A. O. Smith Corporation,12106232759,82.54,-2.64%,3865200000,1.20,11949232759,21.38,1.55%,32.20%,759800000,577300000,3.86,141.25%,763900000,842600000,657000000,-85500000,-707800000,-154600000,177600000,34.31%,146100000,-60.07%,3182200000,1300400000,6.43,14.18,1.26,1.44,4.03,285000000
453,JKHY,"Jack Henry & Associates, Inc.",11851353000,162.57,-3.58%,2190264000,0.79,12074099000,31.38,1.35%,5.94%,487964000,378516000,5.18,8.37%,509505000,707095000,510770000,-218617000,-291451000,702000,113070000,52.32%,250000000,-33.33%,2770498000,990567000,6.66,17.08,0.66,2.91,4.17,120265000
454,EMN,Eastman Chemical Company,11846150190,100.73,0.50%,9108000000,0.62,16427150190,13.00,3.22%,2.88%,1036000000,925000000,7.75,35.96%,1317000000,1801000000,1360000000,-359000000,-1097000000,-100000000,180000000,90.77%,5080000000,-10.09%,14748000000,9140000000,2.14,9.12,1.55,1.54,1.86,1261000000
455,IPG,"The Interpublic Group of Companies, Inc.",11771854560,31.19,-1.61%,10864200000,0.62,14460454560,11.10,4.23%,6.67%,1478500000,1082800000,2.81,22.17%,1633600000,1896600000,944900000,-100700000,-587100000,253800000,304700000,39.36%,4619800000,3.21%,17286100000,13367000000,3.08,7.62,1.13,0.55,5.11,-883600000
456,SJM,The J. M. Smucker Company,11517972480,108.48,-1.18%,8207800000,0.48,20213172480,,3.91%,3.92%,266300000,-101800000,-0.81,,207000000,605000000,1245100000,-3298200000,1984300000,-68300000,106500000,0.80%,8731100000,98.25%,20247200000,12687100000,1.52,33.41,0.23,2.11,3.28,-120700000
457,LKQ,LKQ Corporation,11466032480,42.98,0.14%,14220000000,0.95,16735032480,13.91,2.79%,9.30%,1281000000,824000000,3.09,-26.25%,1349000000,1703000000,1386000000,-2433000000,1055000000,2000000,283000000,24.11%,5613000000,39.31%,15270000000,9097000000,1.86,9.83,1.33,0.92,2.65,2113000000
458,RL,Ralph Lauren Corporation,11338885088,181.25,4.50%,6631400000,0.98,12211785088,18.67,1.82%,2.50%,756400000,646300000,9.71,28.10%,819600000,1048600000,1069700000,-256800000,-665600000,133700000,131100000,367.65%,2656100000,-7.18%,6602600000,4152300000,4.63,11.65,1.57,4.62,3.08,354900000
459,JNPR,"Juniper Networks, Inc.",11186086960,34.42,-0.78%,5341600000,0.57,11666086960,49.88,2.56%,2.33%,340200000,224000000,0.69,-54.90%,205900000,395400000,1006300000,-375300000,-481900000,144500000,-18100000,,1737700000,0.90%,9478200000,4997000000,2.50,29.50,0.98,0.29,4.04,253200000
460,APA,APA Corporation,11072657360,29.83,1.60%,8065000000,0.57,16150657360,3.35,3.35%,,2836000000,2745000000,8.91,41.88%,2488000000,4126000000,3162000000,-1694000000,-1520000000,-52000000,-573000000,-23.60%,5180000000,-10.66%,14952000000,11299000000,4.25,3.91,3.29,0.80,3.38,254000000
461,CRL,"Charles River Laboratories International, Inc.",11049774767,214.51,-1.24%,4111596000,0.52,13801248767,25.18,,,575346000,438822000,8.52,-11.89%,680140000,1002552000,704403000,-480329000,-92416000,129644000,98356000,50.27%,3078513000,-2.64%,8152783000,4448858000,3.04,13.77,1.44,5.91,3.21,386339000
462,REG,Regency Centers Corporation,10885330890,58.91,-0.64%,1368341000,0.11,15317645890,28.60,4.55%,3.30%,477073000,368580000,2.06,-8.04%,537774000,904934000,725250000,-445264000,-118028000,161958000,,0.64%,4662416000,17.91%,12650903000,5472884000,1.55,16.93,1.17,0.97,2.14,
463,KMX,"CarMax, Inc.",10879162050,69.15,-1.04%,26536040000,0.98,29108848050,22.90,,,756074000,479204000,3.02,-0.33%,766345000,1026759000,458617000,-466998000,307787000,299406000,162391000,,19310476000,2.00%,27196797000,21123057000,1.79,28.35,1.64,1.95,8.90,2688125000
464,BBWI,"Bath & Body Works, Inc.",10861172400,48.56,0.58%,7429000000,1.40,15350172400,12.65,1.65%,,1285000000,878000000,3.84,11.95%,1366000000,1635000000,954000000,-286000000,-815000000,-148000000,143000000,-19.61%,5573000000,-7.93%,5463000000,7089000000,,9.39,1.88,1.30,2.26,-77000000
465,CPT,Camden Property Trust,10814367850,101.51,-2.02%,1569052000,0.17,14266913850,24.82,4.06%,5.50%,367205000,445281000,4.09,-27.22%,581775000,1158946000,791129000,-26702000,-690786000,73641000,3405000,,3553469000,-5.19%,9103604000,4109976000,2.20,12.31,0.83,1.87,2.84,
466,ALLE,Allegion plc,10529609094,120.42,-1.78%,3621700000,0.86,12151109094,19.64,1.59%,8.14%,709500000,540700000,6.13,10.65%,714700000,826800000,582700000,-121100000,-363300000,99000000,81600000,14.68%,2013300000,-5.12%,4286900000,2936000000,7.79,14.70,1.15,2.27,3.27,334300000
467,WYNN,"Wynn Resorts, Limited",10479759210,93.51,-1.17%,6971127000,0.51,19967331210,12.60,1.07%,300.00%,1033597000,861878000,7.42,,1130213000,1823604000,1393482000,-1378002000,-1444572000,-1428618000,-477838000,,12846653000,-7.43%,13470736000,14417116000,,10.95,1.92,2.02,1.83,-929801000
468,UHS,"Universal Health Services, Inc.",10454321968,175.18,-0.67%,14658040000,1.05,15649427968,14.87,0.46%,,1285443000,816514000,11.78,25.19%,1264795000,1832218000,1373450000,-779601000,-597001000,-2238000,239657000,326.15%,5307199000,0.64%,14046132000,7740288000,1.67,8.54,1.27,3.65,3.00,881990000
469,TAP,Molson Coors Beverage Company,10447260320,52.96,-1.01%,11952200000,0.45,16206560320,10.59,3.32%,7.59%,1586200000,1084200000,5.00,,1630400000,2310700000,2101000000,-876800000,-1095100000,130200000,322900000,33.82%,6217700000,-5.66%,26072300000,12714100000,0.80,7.01,0.88,1.22,4.05,-738900000
470,SOLV,Solventum Corporation,10338390670,59.86,-0.98%,,,17645390670,,,,,,,,,,,,,,,,8303000000,,14711000000,10860000000,2.68,,,2.17,0.96,509000000
471,EPAM,"EPAM Systems, Inc.",10277121888,177.27,-1.58%,4645064000,1.09,8404135888,24.25,,,517322000,431034000,7.31,0.14%,532956000,664413000,605220000,-100041000,-262536000,238392000,101922000,7.63%,172360000,-7.88%,4374577000,898892000,2.96,12.65,1.46,7.51,1.67,415482000
472,CHRW,"C.H. Robinson Worldwide, Inc.",10073682850,86.03,-0.80%,17397084000,3.25,12101373850,34.00,2.84%,2.52%,480707000,303142000,2.53,-59.90%,480707000,579190000,444079000,-78311000,-477146000,-117322000,83629000,-80.24%,2149529000,-7.31%,5472088000,4042094000,7.04,20.89,0.75,2.15,4.66,1146525000
473,MOS,The Mosaic Company,10014178570,31.13,0.48%,12771200000,0.56,14231578570,13.25,2.70%,17.60%,975300000,775300000,2.35,-71.02%,976500000,1958200000,2178200000,-1483600000,-813600000,-129900000,64900000,-68.95%,4554100000,7.31%,22873000000,10709200000,0.83,7.27,1.51,0.81,1.08,1630500000
474,HII,"Huntington Ingalls Industries, Inc.",9966766575,252.75,-1.35%,11585000000,1.06,12611766575,14.26,2.06%,4.90%,794000000,705000000,17.73,25.04%,966000000,1306000000,777000000,-247000000,-838000000,-308000000,169000000,-18.21%,2655000000,-14.96%,11167000000,7041000000,2.42,9.66,0.60,4.73,1.97,78000000
475,FFIV,"F5, Inc.",9866643076,168.34,-0.92%,2783567000,0.53,9191529076,20.21,,,579786000,498513000,8.33,54.83%,601623000,751685000,741810000,-62999000,-512069000,166742000,103110000,43.55%,228368000,-12.14%,5384670000,2451404000,3.36,12.23,1.14,3.19,3.90,-454384000
476,CTLT,"Catalent, Inc.",9772920000,54.00,-1.50%,4135000000,0.41,14590920000,,,,-981000000,-1176000000,-6.49,,-997000000,-524000000,250000000,-374000000,33000000,-90000000,-66000000,,4980000000,2.70%,9879000000,6268000000,2.71,,1.18,0.52,4.09,1401000000
477,PAYC,"Paycom Software, Inc.",9692166900,166.79,-2.28%,1741918000,0.42,9320841900,20.34,0.90%,,576704000,468679000,8.20,53.85%,598713000,718857000,487570000,-113809000,-81569000,292192000,128162000,12.88%,,,4733264000,3295201000,6.74,12.97,1.17,5.10,2.19,-17311000
478,TFX,Teleflex Incorporated,9639076064,204.64,-0.83%,3001406000,0.41,11264550064,32.90,0.66%,25.00%,382098000,294869000,6.22,-19.01%,399002000,647337000,537555000,-624136000,60683000,-26715000,14705000,55.47%,1862897000,6.28%,7477922000,2974712000,2.14,17.40,1.12,4.85,2.12,715796000
479,TPR,"Tapestry, Inc.",9514899930,41.41,-2.10%,6699600000,0.64,11366699930,10.96,3.38%,16.67%,1178700000,880800000,3.78,2.72%,1178600000,1356100000,1400000000,-521000000,5466400000,6337900000,197100000,102.53%,9269800000,181.47%,13727900000,10952800000,3.43,8.38,1.63,1.06,1.59,547000000
480,QRVO,"Qorvo, Inc.",9388865038,98.18,-0.11%,3769506000,0.57,10347619038,,,,91701000,-70322000,-0.72,,142805000,463738000,833189000,-136470000,-459574000,240315000,143882000,10.11%,1988012000,-2.95%,6554635000,2998263000,2.64,22.31,1.53,2.60,1.45,625429000
481,GNRC,Generac Holdings Inc.,9168534144,151.26,1.75%,4024030000,0.78,10635470144,41.90,,,408585000,228408000,3.61,-7.44%,404009000,572562000,652127000,-163414000,-377141000,111990000,77364000,,1716291000,-10.95%,5129520000,2750091000,3.87,18.58,1.41,4.98,2.77,1028181000
482,BXP,"Boston Properties, Inc.",9123557310,58.09,-2.06%,3309808000,0.13,24512802310,48.61,6.75%,,1045530000,192281000,1.22,-75.55%,799537000,1643061000,1265105000,-1194708000,-268045000,-197648000,,,16155879000,6.54%,25525978000,17240265000,1.56,14.92,1.16,1.80,6.89,
483,HSIC,"Henry Schein, Inc.",9110828579,71.15,-0.79%,12451000000,1.25,11669828579,23.96,,,590000000,388000000,2.97,-15.62%,604000000,873000000,670000000,-1168000000,529000000,33000000,113000000,19.90%,2718000000,63.83%,10145000000,5110000000,2.53,13.37,0.87,1.46,5.00,2027000000
484,AAL,American Airlines Group Inc.,8817849600,13.44,-2.89%,53169000000,0.82,39682849600,21.68,,,2603000000,500000000,0.62,-76.34%,2793000000,5047000000,2650000000,778000000,-3309000000,119000000,192000000,,40060000000,-6.68%,64384000000,69884000000,,7.86,1.58,0.43,1.52,-14271000000
485,AIZ,"Assurant, Inc.",8763246306,168.57,-0.25%,11368900000,0.34,9562546306,11.78,1.71%,2.88%,1060400000,765300000,14.31,219.42%,1060400000,1259300000,961000000,-736500000,-457100000,-243700000,187300000,-35.04%,2081200000,-2.24%,33225400000,28305400000,1.78,7.59,0.53,3.22,2.67,
486,PNW,Pinnacle West Capital Corporation,8684992320,76.48,-0.44%,4702748000,0.19,19180299320,16.66,4.60%,1.74%,840715000,521716000,4.59,12.50%,943895000,1815672000,1343445000,-1665102000,324340000,2683000,79620000,,10504941000,7.41%,24847713000,18537180000,1.40,10.56,0.48,1.09,3.86,454081000
487,HAS,"Hasbro, Inc.",8596588000,61.75,1.80%,4759600000,0.64,11493288000,,4.53%,,-892400000,-1409000000,-10.14,,-1430600000,-894100000,814600000,125100000,-770400000,184000000,-200100000,375.70%,3466900000,-11.69%,6203000000,5173100000,8.35,,0.66,1.69,3.79,133000000
488,DAY,Dayforce Inc,8555022000,54.18,-3.53%,1574600000,0.17,9401122000,164.18,,,135400000,52000000,0.33,,126200000,285400000,217300000,-492100000,-75900000,-345000000,34000000,192.09%,1239400000,-0.85%,10775200000,8342400000,3.52,32.94,1.30,2.11,6.49,125100000
489,PARA,Paramount Global,8367361055,12.01,0.42%,30072000000,0.56,21790361055,,1.67%,-74.03%,150000000,-44000000,-0.15,,719000000,1137000000,1113000000,903000000,-1716000000,275000000,-152000000,,15807000000,-8.37%,52027000000,29690000000,0.38,19.16,1.76,0.57,2.88,305000000
490,BWA,BorgWarner Inc.,8188497720,35.94,0.70%,15259000000,1.02,10891497720,13.61,1.22%,-26.42%,1231000000,614000000,2.64,-35.29%,979000000,979000000,1281000000,-572000000,-530000000,87000000,360000000,50.27%,3740000000,-11.73%,14122000000,8080000000,1.40,11.13,1.28,0.78,4.95,1496000000
491,BIO,"Bio-Rad Laboratories, Inc.",8172092761,286.09,-0.39%,2605238000,0.21,7920578761,,,,320591000,-322370000,-10.69,,-394476000,-394476000,346616000,47588000,-429935000,-30751000,-121485000,46.46%,1399720000,1.30%,12609893000,3558759000,0.90,,0.94,7.27,2.84,984073000
492,FRT,Federal Realty Investment Trust,8129354800,98.00,-0.06%,1150418000,0.14,12604788800,34.88,4.45%,0.93%,412558000,230354000,2.81,-40.09%,410663000,737193000,553983000,-324456000,-231984000,-2457000,,,4571370000,0.81%,8271660000,5092704000,2.79,17.10,1.21,1.63,2.54,
493,FMC,FMC Corporation,7849804020,62.89,1.83%,4060500000,0.35,11848104020,7.03,3.69%,2.20%,325100000,1122800000,8.95,56.47%,208500000,393800000,313100000,-123700000,-203100000,-76600000,-1161800000,-11.59%,4416100000,2.05%,11978400000,7645500000,1.82,30.09,0.88,2.18,5.15,2618800000
494,MKTX,MarketAxess Holdings Inc.,7820025315,206.35,-4.86%,759696000,0.42,7475787315,30.30,1.43%,2.82%,312163000,257042000,6.81,-1.30%,333391000,411771000,321291000,-138366000,-151458000,32524000,74180000,-1.47%,78070000,-3.99%,1926963000,608730000,5.93,18.16,0.98,6.03,2.83,
495,MTCH,"Match Group, Inc.",7797355800,29.35,-0.17%,3437027000,0.79,10720389800,12.82,,,903345000,653928000,2.29,118.10%,929112000,999138000,1060507000,-82839000,-628755000,344928000,114295000,174.87%,3843901000,0.17%,4403453000,4511125000,,10.73,1.51,0.91,2.68,-189882000
496,GL,Globe Life Inc.,7746964012,83.96,2.72%,5542354000,0.20,10026939012,8.03,1.14%,7.51%,1341025000,1001362000,10.46,17.00%,1341025000,1341025000,1355901000,-1410315000,-32791000,-88561000,233593000,-11.39%,2363522000,10.31%,28570593000,23531432000,1.54,7.48,0.78,4.44,1.03,
497,MHK,"Mohawk Industries, Inc.",7392792456,115.76,-0.58%,11008292000,0.80,9791392456,,,,-266998000,-414754000,-6.52,,-255758000,358860000,1255653000,-417245000,-737733000,85592000,83719000,134.61%,3057100000,-18.09%,13531500000,5883700000,0.97,27.28,1.35,2.67,2.47,2983900000
498,CZR,"Caesars Entertainment, Inc.",7197996160,33.26,-1.10%,11440000000,0.34,31403996160,9.40,,,2354000000,764000000,3.54,,2278000000,3924000000,1715000000,-1289000000,-784000000,-358000000,-824000000,15.04%,25058000000,-2.19%,33059000000,28471000000,1.63,8.00,2.83,1.38,4.01,-1556000000
499,ETSY,"Etsy, Inc.",7141098310,61.07,0.74%,2753454000,1.08,8486426310,27.89,,,269732000,296035000,2.19,,305246000,400243000,718915000,-62316000,-660999000,-3300000,-4831000,5.28%,2389040000,-0.02%,2497671000,3081432000,,21.20,2.00,2.10,3.81,-198369000
500,NCLH,Norwegian Cruise Line Holdings Ltd.,7104918960,16.56,3.50%,8919200000,0.46,20294621960,23.00,,,1138587000,342852000,0.72,,1125475000,2043127000,2309552000,-2916030000,465692000,-140786000,8172000,,13749517000,4.71%,19825188000,19463097000,19.62,9.93,2.60,0.70,2.80,-3823958000
501,IVZ,Invesco Ltd.,6949888950,15.45,-1.15%,5773500000,0.20,14152288950,,5.31%,5.57%,-431200000,-574000000,-0.73,,-339700000,-158600000,1345300000,-577100000,-555200000,213000000,-70900000,55.07%,8627900000,4.42%,28077200000,12224400000,0.48,,1.44,0.35,1.63,
502,RHI,Robert Half International Inc.,6875210160,65.52,-1.55%,6152119000,2.05,6575256160,19.56,3.24%,10.99%,368706000,352842000,3.35,-40.71%,498372000,598183000,555439000,-71513000,-486963000,-6790000,145530000,-18.80%,240985000,8.54%,2889702000,1370457000,4.53,10.99,1.30,1.32,3.64,541833000
503,CMA,Comerica Incorporated,6691665840,50.47,-0.59%,3313000000,0.04,8677665840,10.03,5.63%,2.16%,902000000,668000000,5.03,-47.05%,902000000,991000000,584000000,6239000000,-12422000000,-5599000000,207000000,-76.10%,7121000000,-60.66%,79444000000,73394000000,1.11,8.76,1.29,1.35,2.63,
