,No.,Symbol,Company Name,Market Cap,Stock Price,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio
395,396,ESS,"Essex Property Trust, Inc.",16394509503,255.33,1683902000.0,0.14,22503728503.0,31.21,3.84%,5.54%,529316000.0,525024000.0,8.18,742817000.0,1294641000.0,1018000000.0,-597741000.0,10453000.0,430712000.0,129379053.14997406,6617089000.0,0.1074,12885185000.0,7129240000.0,2.96,17.38,0.8,4.45,4.65
396,397,L,Loews Corporation,16388472120,74.02,16349000000.0,0.21,25935472120.0,11.0,0.34%,0,2372000000.0,1516000000.0,6.73,2380000000.0,2918000000.0,3386000000.0,-3637000000.0,211000000.0,-38000000.0,480000000.0,10103000000.0,0.11539999999999999,80906000000.0,63908000000.0,1.01,8.89,0.82,0.97,2.36
397,398,JBHT,"J.B. Hunt Transport Services, Inc.",16345372830,158.39,12544077000.0,1.49,17647693830.0,25.14,1.09%,3.66%,910075000.0,658011000.0,6.3,917699000.0,1764148000.0,1723464000.0,-1467781000.0,-244102000.0,11581000.0,192896000.0,1366506000.0,0.1007,8427783000.0,4261352000.0,3.92,10.0,1.17,3.57,2.31
398,399,FDS,FactSet Research Systems Inc.,16277352390,427.05,2153769000.0,0.54,17531337390.0,33.79,0.97%,9.04%,659044000.0,489277000.0,12.64,679530000.0,819367000.0,673201000.0,-132407000.0,-605597000.0,-63618000.0,123871000.0,1704212000.0,-0.1309,3990866000.0,2189112000.0,9.03,21.4,0.73,6.8,6.71
399,400,PKG,Packaging Corporation of America,16246254160,180.92,7805500000.0,0.92,18224254160.0,22.62,2.76%,0,1000500000.0,722000000.0,8.0,995900000.0,1512500000.0,1295100000.0,-840700000.0,-129700000.0,324700000.0,226300000.0,3162700000.0,0.136,8857000000.0,4826000000.0,4.03,12.05,0.82,2.87,2.01
400,401,CLX,The Clorox Company,16004107560,128.87,7209000000.0,1.22,18805107560.0,66.77,3.72%,1.69%,690000000.0,240000000.0,1.93,438000000.0,676000000.0,785000000.0,-175000000.0,-609000000.0,-25000000.0,108000000.0,3020000000.0,-0.0017000000000000001,5805000000.0,5550000000.0,175.87,27.82,0.43,2.41,3.32
401,402,IEX,IDEX Corporation,15989896296,211.24,3229000000.0,0.56,16697196296.0,27.79,1.31%,41.85%,786100000.0,577700000.0,7.6,783600000.0,940100000.0,725400000.0,-274600000.0,-340500000.0,105600000.0,157900000.0,1323600000.0,-0.1,5889400000.0,2271100000.0,4.42,17.76,0.98,3.39,1.71
402,403,LUV,Southwest Airlines Co.,15871079640,26.52,26714000000.0,0.73,14520079640.0,43.48,2.72%,-25.00%,115000000.0,393000000.0,0.61,798000000.0,2363000000.0,2353000000.0,-1940000000.0,-405000000.0,8000000.0,146000000.0,9161000000.0,-0.0229,36018000000.0,25822000000.0,1.56,6.14,1.16,0.71,2.33
403,404,CFG,"Citizens Financial Group, Inc.",15770993200,34.66,7365000000.0,0.03,17592993200.0,12.51,4.85%,0,1796000000.0,1307000000.0,2.77,1672000000.0,2134000000.0,2357000000.0,4795000000.0,-3527000000.0,3625000000.0,365000000.0,13813000000.0,-0.3049,220448000000.0,196687000000.0,0.66,8.24,1.35,0.75,3.28
404,405,BBY,"Best Buy Co., Inc.",15696337600,72.55,43452000000.0,2.81,18231337600.0,12.77,5.18%,3.93%,1574000000.0,1241000000.0,5.68,1674000000.0,2597000000.0,1470000000.0,-781000000.0,-1144000000.0,-460000000.0,381000000.0,3982000000.0,0.001,14967000000.0,11914000000.0,5.14,7.02,1.52,1.74,6.9
405,406,IP,International Paper Company,15682039800,45.15,18515000000.0,0.79,22625039800.0,92.14,4.10%,0,488000000.0,172000000.0,0.49,425000000.0,1894000000.0,1883000000.0,-576000000.0,-949000000.0,362000000.0,38000000.0,8013000000.0,-0.026600000000000002,23028000000.0,14771000000.0,1.9,11.95,0.99,1.26,2.53
406,407,GEN,Gen Digital Inc.,15534682260,24.81,3812000000.0,0.24,23292682260.0,25.84,2.02%,0,1122000000.0,616000000.0,0.96,1128000000.0,1631000000.0,2064000000.0,2000000.0,-1961000000.0,96000000.0,-157000000.0,8604000000.0,-0.1186,15772000000.0,13575000000.0,7.07,14.28,1.11,0.6,4.12
407,408,DGX,Quest Diagnostics Incorporated,15431789720,138.91,9287000000.0,0.68,20309789720.0,18.7,2.16%,6.57%,1257000000.0,846000000.0,7.43,1255000000.0,1703000000.0,1332000000.0,-1116000000.0,83000000.0,299000000.0,249000000.0,5352000000.0,0.15789999999999998,13954000000.0,7485000000.0,2.4,11.93,0.87,2.51,2.44
408,409,NWS,News Corporation,15370785843,27.49,9941000000.0,0.6,17380785843.0,76.36,0.73%,0,609000000.0,208000000.0,0.36,465000000.0,1185000000.0,1266000000.0,-538000000.0,-436000000.0,292000000.0,168000000.0,3953000000.0,-0.0347,16544000000.0,7636000000.0,1.91,14.67,1.36,0.51,3.27
409,410,NWSA,News Corporation,15324260476,26.63,9941000000.0,0.6,17334260476.0,73.97,0.75%,0,609000000.0,208000000.0,0.36,465000000.0,1185000000.0,1266000000.0,-538000000.0,-436000000.0,292000000.0,168000000.0,3953000000.0,-0.0347,16544000000.0,7636000000.0,1.9,14.63,1.36,0.52,2.94
410,411,MAA,"Mid-America Apartment Communities, Inc.",15223596060,130.31,2163057000.0,0.19,19779983060.0,27.32,4.51%,6.61%,680784000.0,556957000.0,4.77,718554000.0,1288911000.0,1119134000.0,-729889000.0,-477186000.0,-87941000.0,5595000.0,4624463000.0,0.0521,11470732000.0,5194253000.0,2.51,15.35,0.79,2.39,3.66
411,412,FOX,Fox Corporation,15083187275,31.09,13920000000.0,0.63,18488187275.0,9.78,1.67%,4.00%,2309000000.0,1557000000.0,3.18,2316000000.0,2710000000.0,1434000000.0,-444000000.0,-1345000000.0,-355000000.0,555000000.0,7196000000.0,-0.0019,21717000000.0,11052000000.0,1.43,6.82,0.78,0.51,3.31
412,413,BG,Bunge Limited,15068539900,106.42,57629000000.0,2.26,18096539900.0,8.58,2.56%,4.11%,2739000000.0,1855000000.0,12.4,3015000000.0,3476000000.0,3371000000.0,-1450000000.0,-2016000000.0,-104000000.0,648000000.0,5967000000.0,-0.0984,25821000000.0,14293000000.0,1.43,5.21,0.65,2.26,3.51
413,414,FOXA,Fox Corporation,15048691378,33.5,13920000000.0,0.63,18453691378.0,10.53,1.55%,4.00%,2309000000.0,1557000000.0,3.18,2316000000.0,2710000000.0,1434000000.0,-444000000.0,-1345000000.0,-355000000.0,555000000.0,7196000000.0,-0.0019,21717000000.0,11052000000.0,1.43,6.81,0.78,0.58,8.34
414,415,AES,The AES Corporation,15016393710,21.13,12514000000.0,0.28,42744393710.0,28.95,3.26%,4.48%,1026000000.0,530000000.0,0.73,2049000000.0,3216000000.0,2696000000.0,-8950000000.0,6995000000.0,478000000.0,173000000.0,30478000000.0,0.2274,47045000000.0,40765000000.0,5.18,13.29,1.07,0.59,2.21
415,416,ALB,Albemarle Corporation,15015249520,127.76,8397687000.0,0.45,16483965520.0,46.12,1.25%,0.63%,-1029388000.0,325760000.0,2.77,614201000.0,1080625000.0,702295000.0,-2736655000.0,2299887000.0,469079000.0,149593000.0,3524529000.0,0.08929999999999999,19032333000.0,7232614000.0,1.3,15.25,1.65,5.28,5.57
416,417,MRO,Marathon Oil Corporation,14918752200,26.45,6568000000.0,0.33,20297752200.0,10.93,1.66%,16.22%,2091000000.0,1434000000.0,2.42,2106000000.0,4321000000.0,3979000000.0,-1973000000.0,-2135000000.0,-129000000.0,333000000.0,5428000000.0,-0.0728,19668000000.0,8524000000.0,1.34,4.7,2.23,0.6,1.6
417,418,MAS,Masco Corporation,14862065120,67.48,7914000000.0,1.48,17743065120.0,16.54,1.72%,1.77%,1351000000.0,918000000.0,4.08,1295000000.0,1444000000.0,1441000000.0,-357000000.0,-1066000000.0,-142000000.0,274000000.0,3249000000.0,-0.1007,5336000000.0,5179000000.0,1.56154149220469,12.29,1.29,1.38,3.34
418,419,SWKS,"Skyworks Solutions, Inc.",14656833450,91.35,4537500000.0,0.54,14628333450.0,17.17,2.98%,9.68%,932200000.0,855200000.0,5.32,958600000.0,1474100000.0,1746500000.0,48300000.0,-1422000000.0,372800000.0,57700000.0,1189800000.0,-0.4568,8309700000.0,1950500000.0,2.3,9.92,1.35,2.48,3.25
419,420,CF,"CF Industries Holdings, Inc.",14386771220,78.71,6089000000.0,0.44,15830771220.0,13.05,2.54%,12.50%,1722000000.0,1159000000.0,6.03,1609000000.0,2525000000.0,2255000000.0,-1745000000.0,-1564000000.0,-1052000000.0,303000000.0,3217000000.0,-0.0108,13861000000.0,5865000000.0,2.64,6.27,1.02,1.97,2.33
420,421,JBL,Jabil Inc.,14323305690,118.77,32087000000.0,1.7,15009305690.0,10.19,0.27%,0,2170000000.0,1509000000.0,11.66,2140000000.0,2906000000.0,1820000000.0,1319000000.0,-1764000000.0,1366000000.0,464000000.0,3252000000.0,-0.0527,17123000000.0,14465000000.0,5.39,5.16,1.42,3.47,3.22
421,422,CAG,"Conagra Brands, Inc.",14212812990,29.73,12118300000.0,0.55,22811612990.0,14.94,4.71%,6.06%,1471900000.0,952000000.0,1.99,1664600000.0,2049200000.0,1823300000.0,-390300000.0,-1427400000.0,7900000.0,278800000.0,8677300000.0,-0.0625,21919900000.0,12694400000.0,1.55,11.13,0.37,0.5,2.41
422,423,AMCR,Amcor plc,14207692200,9.83,13778000000.0,0.82,21415692200.0,21.84,5.09%,2.05%,1175000000.0,653000000.0,0.45,1157000000.0,1763000000.0,1310000000.0,-529000000.0,-859000000.0,-107000000.0,175000000.0,7665000000.0,0.024900000000000002,16660000000.0,12652000000.0,3.6,12.15,0.85,0.17,3.29
423,424,SNA,Snap-on Incorporated,14203418270,269.42,5114600000.0,0.69,13732118270.0,14.13,2.76%,14.65%,1323500000.0,1025900000.0,19.07,1369900000.0,1468800000.0,1201300000.0,-322100000.0,-585000000.0,287200000.0,294000000.0,1254600000.0,0.006,7666800000.0,2503500000.0,2.76,9.35,1.0,3.93,7.34
424,425,AKAM,"Akamai Technologies, Inc.",14103031030,92.59,3883192000.0,0.41,17001301030.0,23.09,0,0,677428000.0,625941000.0,4.01,737224000.0,1328726000.0,1466818000.0,-1879933000.0,584687000.0,169130000.0,89437000.0,4572958000.0,0.41700000000000004,9935606000.0,5301839000.0,3.04,12.8,0.72,2.02,4.08
425,426,EXPE,"Expedia Group, Inc.",13978134170,110.11,13063000000.0,0.55,12887134170.0,20.54,0,0,1044000000.0,807000000.0,5.36,1285000000.0,2110000000.0,2412000000.0,-845000000.0,-2290000000.0,-765000000.0,232000000.0,6557000000.0,0.0014000000000000002,24761000000.0,22625000000.0,15.71,6.11,1.84,2.79,1.9
426,427,RVTY,"Revvity, Inc.",13802740980,111.86,2725626000.0,0.2,16110967980.0,91.69,0.25%,0,268559000.0,149632000.0,1.22,234837000.0,665400000.0,175372000.0,-569159000.0,-868949000.0,-1269092000.0,4731000.0,4003635000.0,-0.11220000000000001,13432705000.0,5586209000.0,1.76,24.21,1.09,2.5,3.79
427,428,WRK,WestRock Company,13764451360,53.32,19456000000.0,0.71,22305451360.0,44.43,2.27%,10.00%,518800000.0,304900000.0,1.2,763100000.0,2300100000.0,1590000000.0,193000000.0,-1670800000.0,131300000.0,43800000.0,9035700000.0,-0.049400000000000006,26884000000.0,16800200000.0,1.37,9.7,1.1,0.79,4.01
428,429,POOL,Pool Corporation,13708295320,357.65,5455630000.0,1.53,14934390320.0,27.92,1.34%,9.76%,709516000.0,500415000.0,12.81,653699000.0,694821000.0,930468000.0,-72989000.0,-816776000.0,41504000.0,153284000.0,1294069000.0,-0.2132,3758827000.0,2413143000.0,10.19,21.49,1.01,8.92,9.35
429,430,TRMB,Trimble Inc.,13631690560,55.82,3798700000.0,0.42,16590390560.0,44.66,0,0,448800000.0,311300000.0,1.25,518000000.0,768600000.0,597100000.0,-2068100000.0,1431500000.0,-32100000.0,45700000.0,3188500000.0,0.9620000000000001,9539300000.0,5039200000.0,3.03,21.59,1.51,1.14,1.41
430,431,KEY,KeyCorp,13379183400,14.19,5747000000.0,0.03,35831183400.0,17.96,5.78%,1.23%,1046000000.0,731000000.0,0.79,1048000000.0,1170000000.0,2544000000.0,9127000000.0,-11208000000.0,463000000.0,174000000.0,23699000000.0,-0.3068,187485000000.0,172938000000.0,0.92,30.62,1.28,0.35,1.5
431,432,NDSN,Nordson Corporation,13376846304,233.58,2651825000.0,0.53,14903838304.0,27.84,1.16%,4.62%,684086000.0,483458000.0,8.39,691220000.0,815847000.0,648341000.0,-1058903000.0,419933000.0,-3627000.0,127149000.0,1652438000.0,0.5371,5171871000.0,2383600000.0,4.8,18.27,1.0,5.6,4.84
432,433,DOC,"Healthpeak Properties, Inc.",13308517620,18.91,2261885000.0,0.13,22214273620.0,54.03,6.35%,0,325025000.0,193062000.0,0.35,410787000.0,1200682000.0,934885000.0,-730880000.0,-164072000.0,39933000.0,3779000.0,9062914000.0,0.3605,20542040000.0,10942541000.0,1.5,18.5,1.01,0.38,2.41
433,434,WBA,"Walgreens Boots Alliance, Inc.",13268525940,15.38,144596000000.0,1.53,46223525940.0,3.9637444374604285,9.49%,-23.96%,-14136000000.0,-6037000000.0,-7.0,-6809000000.0,-4377000000.0,101000000.0,1391000000.0,-2780000000.0,-1278000000.0,-1337000000.0,33623000000.0,-0.1052,84207000000.0,68843000000.0,0.98,2.4132474336184435,0.79,0.56,4.88
434,435,CPB,Campbell Soup Company,13182114660,44.22,9271000000.0,0.77,17533114660.0,17.34,3.35%,0,1201000000.0,766000000.0,2.55,1205000000.0,1608000000.0,1095000000.0,-438000000.0,-646000000.0,11000000.0,248000000.0,4520000000.0,-0.0109,12106000000.0,8255000000.0,3.42,10.9,0.22,0.74,6.62
436,437,SWK,"Stanley Black & Decker, Inc.",13067404680,84.92,15718800000.0,0.65,20433304680.0,3.903662912264267,3.81%,1.25%,545600000.0,-103200000.0,-0.69,367900000.0,972000000.0,1046600000.0,-329700000.0,-591600000.0,90700000.0,-88900000.0,7842500000.0,-0.011200000000000002,23853900000.0,14977500000.0,1.47,21.02,1.33,2.0,2.9
437,438,INCY,Incyte Corporation,12872948750,57.25,3767865000.0,0.57,9053245750.0,17.35,0,0,687653000.0,745444000.0,3.3,1021030000.0,1106426000.0,820901000.0,-252230000.0,-36455000.0,525063000.0,273074000.0,32612000.0,-0.0072,7135605000.0,1741334000.0,2.39,8.18,0.69,1.16,3.1
438,439,HST,"Host Hotels & Resorts, Inc.",12810649480,18.17,5401000000.0,0.44,16535649480.0,17.81,4.40%,78.88%,870000000.0,721000000.0,1.02,946000000.0,1654000000.0,1498000000.0,-178000000.0,-507000000.0,812000000.0,36000000.0,5074000000.0,0.062,12464000000.0,5524000000.0,1.9,10.0,1.33,0.39,6.44
439,440,LNT,Alliant Energy Corporation,12785620730,49.87,3981000000.0,0.19,22420620730.0,18.13,3.85%,5.97%,944000000.0,698000000.0,2.75,1101000000.0,1800000000.0,986000000.0,-1491000000.0,379000000.0,-126000000.0,-4000000.0,9667000000.0,0.0682,21248000000.0,14431000000.0,1.88,12.46,0.54,0.78,3.26
440,441,LW,"Lamb Weston Holdings, Inc.",12764164400,88.4,6550600000.0,0.96,16554464400.0,11.77,1.63%,21.90%,1039800000.0,1094700000.0,7.51,1474200000.0,1763700000.0,908100000.0,-1630000000.0,109600000.0,-612700000.0,251200000.0,3852600000.0,0.1968,7245700000.0,5487500000.0,7.26,9.39,0.79,1.9,3.39
441,442,DVA,DaVita Inc.,12599859000,143.67,12338003000.0,0.72,23999950000.0,16.33,0,0,1747258000.0,815637000.0,8.8,1454799000.0,2209254000.0,1461638000.0,-870462000.0,-575264000.0,19384000.0,241967000.0,11841483000.0,0.0288,17430935000.0,14794948000.0,13.61,10.86,1.03,3.79,4.29
442,443,UDR,"UDR, Inc.",12582820470,38.21,1641586000.0,0.15,18498143470.0,27.69,4.45%,8.01%,648583000.0,451642000.0,1.38,643933000.0,1336996000.0,832248000.0,-153351000.0,-676141000.0,2756000.0,2209000.0,5947289000.0,0.0316,11190488000.0,6333899000.0,3.21,13.84,0.78,0.66,1.77
443,444,TECH,Bio-Techne Corporation,12510673150,79.39,1154281000.0,0.43,12860091150.0,63.51,0.40%,-50.00%,255389000.0,203001000.0,1.25,243560000.0,354137000.0,306878000.0,-198978000.0,-86525000.0,12633000.0,29344000.0,494730000.0,0.0438,2721170000.0,706795000.0,6.21,36.31,1.23,2.43,5.36
444,445,NI,NiSource Inc.,12507709500,27.9,5245700000.0,0.18,25338109500.0,18.24,3.80%,6.09%,1347900000.0,686800000.0,1.53,1373000000.0,2316400000.0,1707900000.0,-3566800000.0,1851100000.0,-7800000.0,129700000.0,12970900000.0,0.08779999999999999,29338100000.0,19543200000.0,1.58,10.94,0.48,0.44,1.33
445,446,PODD,Insulet Corporation,12454423890,177.82,1780700000.0,0.71,13104723890.0,53.4,0,0,249200000.0,234000000.0,3.33,275100000.0,349500000.0,232800000.0,-101300000.0,-15600000.0,115300000.0,10900000.0,1401500000.0,0.0034999999999999996,2624000000.0,1833300000.0,15.75,37.5,0.99,7.37,4.2
446,447,VTRS,Viatris Inc.,12371165200,10.39,15361200000.0,0.32,29327165200.0,3.6956733150422605,4.62%,0,570300000.0,-56100000.0,-0.05,649300000.0,3350800000.0,2443000000.0,-168900000.0,-1752800000.0,505200000.0,140900000.0,17970600000.0,-0.0432,47343700000.0,27329400000.0,0.62,8.75,1.13,0.28,5.5
447,448,KIM,Kimco Realty Corporation,12289134680,18.23,1844262000.0,0.1,19868621680.0,34.4,5.27%,53.47%,596991000.0,326824000.0,0.53,719129000.0,1254812000.0,902465000.0,20888000.0,-1115763000.0,-192410000.0,102133000.0,7716254000.0,0.0622,19466379000.0,8628084000.0,1.16,15.83,1.45,0.34,3.39
448,449,EVRG,"Evergy, Inc.",12246018540,53.26,5542400000.0,0.18,25812918540.0,17.24,4.83%,5.39%,1263300000.0,711400000.0,3.09,1257800000.0,2347000000.0,1934600000.0,-2558000000.0,660400000.0,37000000.0,10500000.0,13630600000.0,0.10369999999999999,31256300000.0,21592200000.0,1.27,11.0,0.56,0.82,4.24
449,450,MGM,MGM Resorts International,12227246400,38.98,16674423000.0,0.39,41005428400.0,15.05,0,0,1631265000.0,892849000.0,2.59,1368612000.0,2688207000.0,2535995000.0,-1034763000.0,-3253468000.0,-1782757000.0,35733000.0,31500474000.0,-0.019799999999999998,42079053000.0,38051776000.0,3.54,15.25,2.22,1.06,3.52
450,451,BEN,"Franklin Resources, Inc.",12136919370,23.07,8099000000.0,0.26,21167819370.0,13.18,5.38%,3.36%,989000000.0,898500000.0,1.75,1301100000.0,1805600000.0,1313100000.0,-1797900000.0,340500000.0,-154300000.0,296800000.0,13155200000.0,0.1916,32907700000.0,18072100000.0,0.94,11.72,1.45,0.49,3.81
451,452,AOS,A. O. Smith Corporation,12106232759,82.54,3865200000.0,1.2,11949232759.0,21.38,1.55%,32.20%,759800000.0,577300000.0,3.86,763900000.0,842600000.0,657000000.0,-85500000.0,-707800000.0,-154600000.0,177600000.0,146100000.0,-0.6007,3182200000.0,1300400000.0,6.43,14.18,1.26,1.44,4.03
452,453,JKHY,"Jack Henry & Associates, Inc.",11851353000,162.57,2190264000.0,0.79,12074099000.0,31.38,1.35%,5.94%,487964000.0,378516000.0,5.18,509505000.0,707095000.0,510770000.0,-218617000.0,-291451000.0,702000.0,113070000.0,250000000.0,-0.3333,2770498000.0,990567000.0,6.66,17.08,0.66,2.91,4.17
453,454,EMN,Eastman Chemical Company,11846150190,100.73,9108000000.0,0.62,16427150190.0,13.0,3.22%,2.88%,1036000000.0,925000000.0,7.75,1317000000.0,1801000000.0,1360000000.0,-359000000.0,-1097000000.0,-100000000.0,180000000.0,5080000000.0,-0.1009,14748000000.0,9140000000.0,2.14,9.12,1.55,1.54,1.86
454,455,IPG,"The Interpublic Group of Companies, Inc.",11771854560,31.19,10864200000.0,0.62,14460454560.0,11.1,4.23%,6.67%,1478500000.0,1082800000.0,2.81,1633600000.0,1896600000.0,944900000.0,-100700000.0,-587100000.0,253800000.0,304700000.0,4619800000.0,0.0321,17286100000.0,13367000000.0,3.08,7.62,1.13,0.55,5.11
455,456,SJM,The J. M. Smucker Company,11517972480,108.48,8207800000.0,0.48,20213172480.0,3.440796630678501,3.91%,3.92%,266300000.0,-101800000.0,-0.81,207000000.0,605000000.0,1245100000.0,-3298200000.0,1984300000.0,-68300000.0,106500000.0,8731100000.0,0.9825,20247200000.0,12687100000.0,1.52,33.41,0.23,2.11,3.28
456,457,LKQ,LKQ Corporation,11466032480,42.98,14220000000.0,0.95,16735032480.0,13.91,2.79%,9.30%,1281000000.0,824000000.0,3.09,1349000000.0,1703000000.0,1386000000.0,-2433000000.0,1055000000.0,2000000.0,283000000.0,5613000000.0,0.3931,15270000000.0,9097000000.0,1.86,9.83,1.33,0.92,2.65
457,458,RL,Ralph Lauren Corporation,11338885088,181.25,6631400000.0,0.98,12211785088.0,18.67,1.82%,2.50%,756400000.0,646300000.0,9.71,819600000.0,1048600000.0,1069700000.0,-256800000.0,-665600000.0,133700000.0,131100000.0,2656100000.0,-0.0718,6602600000.0,4152300000.0,4.63,11.65,1.57,4.62,3.08
458,459,JNPR,"Juniper Networks, Inc.",11186086960,34.42,5341600000.0,0.57,11666086960.0,49.88,2.56%,2.33%,340200000.0,224000000.0,0.69,205900000.0,395400000.0,1006300000.0,-375300000.0,-481900000.0,144500000.0,-18100000.0,1737700000.0,0.009000000000000001,9478200000.0,4997000000.0,2.5,29.5,0.98,0.29,4.04
459,460,APA,APA Corporation,11072657360,29.83,8065000000.0,0.57,16150657360.0,3.35,3.35%,0,2836000000.0,2745000000.0,8.91,2488000000.0,4126000000.0,3162000000.0,-1694000000.0,-1520000000.0,-52000000.0,-573000000.0,5180000000.0,-0.1066,14952000000.0,11299000000.0,4.25,3.91,3.29,0.8,3.38
460,461,CRL,"Charles River Laboratories International, Inc.",11049774767,214.51,4111596000.0,0.52,13801248767.0,25.18,0,0,575346000.0,438822000.0,8.52,680140000.0,1002552000.0,704403000.0,-480329000.0,-92416000.0,129644000.0,98356000.0,3078513000.0,-0.0264,8152783000.0,4448858000.0,3.04,13.77,1.44,5.91,3.21
461,462,REG,Regency Centers Corporation,10885330890,58.91,1368341000.0,0.11,15317645890.0,28.6,4.55%,3.30%,477073000.0,368580000.0,2.06,537774000.0,904934000.0,725250000.0,-445264000.0,-118028000.0,161958000.0,85902771.50497587,4662416000.0,0.1791,12650903000.0,5472884000.0,1.55,16.93,1.17,0.97,2.14
462,463,KMX,"CarMax, Inc.",10879162050,69.15,26536040000.0,0.98,29108848050.0,22.9,0,0,756074000.0,479204000.0,3.02,766345000.0,1026759000.0,458617000.0,-466998000.0,307787000.0,299406000.0,162391000.0,19310476000.0,0.02,27196797000.0,21123057000.0,1.79,28.35,1.64,1.95,8.9
463,464,BBWI,"Bath & Body Works, Inc.",10861172400,48.56,7429000000.0,1.4,15350172400.0,12.65,1.65%,0,1285000000.0,878000000.0,3.84,1366000000.0,1635000000.0,954000000.0,-286000000.0,-815000000.0,-148000000.0,143000000.0,5573000000.0,-0.0793,5463000000.0,7089000000.0,1.1411719178759994,9.39,1.88,1.3,2.26
464,465,CPT,Camden Property Trust,10814367850,101.51,1569052000.0,0.17,14266913850.0,24.82,4.06%,5.50%,367205000.0,445281000.0,4.09,581775000.0,1158946000.0,791129000.0,-26702000.0,-690786000.0,73641000.0,3405000.0,3553469000.0,-0.0519,9103604000.0,4109976000.0,2.2,12.31,0.83,1.87,2.84
465,466,ALLE,Allegion plc,10529609094,120.42,3621700000.0,0.86,12151109094.0,19.64,1.59%,8.14%,709500000.0,540700000.0,6.13,714700000.0,826800000.0,582700000.0,-121100000.0,-363300000.0,99000000.0,81600000.0,2013300000.0,-0.0512,4286900000.0,2936000000.0,7.79,14.7,1.15,2.27,3.27
466,467,WYNN,"Wynn Resorts, Limited",10479759210,93.51,6971127000.0,0.51,19967331210.0,12.6,1.07%,300.00%,1033597000.0,861878000.0,7.42,1130213000.0,1823604000.0,1393482000.0,-1378002000.0,-1444572000.0,-1428618000.0,-477838000.0,12846653000.0,-0.07429999999999999,13470736000.0,14417116000.0,1.1010972366624405,10.95,1.92,2.02,1.83
467,468,UHS,"Universal Health Services, Inc.",10454321968,175.18,14658040000.0,1.05,15649427968.0,14.87,0.46%,0,1285443000.0,816514000.0,11.78,1264795000.0,1832218000.0,1373450000.0,-779601000.0,-597001000.0,-2238000.0,239657000.0,5307199000.0,0.0064,14046132000.0,7740288000.0,1.67,8.54,1.27,3.65,3.0
468,469,TAP,Molson Coors Beverage Company,10447260320,52.96,11952200000.0,0.45,16206560320.0,10.59,3.32%,7.59%,1586200000.0,1084200000.0,5.0,1630400000.0,2310700000.0,2101000000.0,-876800000.0,-1095100000.0,130200000.0,322900000.0,6217700000.0,-0.056600000000000004,26072300000.0,12714100000.0,0.8,7.01,0.88,1.22,4.05
470,471,EPAM,"EPAM Systems, Inc.",10277121888,177.27,4645064000.0,1.09,8404135888.0,24.25,0,0,517322000.0,431034000.0,7.31,532956000.0,664413000.0,605220000.0,-100041000.0,-262536000.0,238392000.0,101922000.0,172360000.0,-0.0788,4374577000.0,898892000.0,2.96,12.65,1.46,7.51,1.67
471,472,CHRW,"C.H. Robinson Worldwide, Inc.",10073682850,86.03,17397084000.0,3.25,12101373850.0,34.0,2.84%,2.52%,480707000.0,303142000.0,2.53,480707000.0,579190000.0,444079000.0,-78311000.0,-477146000.0,-117322000.0,83629000.0,2149529000.0,-0.0731,5472088000.0,4042094000.0,7.04,20.89,0.75,2.15,4.66
472,473,MOS,The Mosaic Company,10014178570,31.13,12771200000.0,0.56,14231578570.0,13.25,2.70%,17.60%,975300000.0,775300000.0,2.35,976500000.0,1958200000.0,2178200000.0,-1483600000.0,-813600000.0,-129900000.0,64900000.0,4554100000.0,0.0731,22873000000.0,10709200000.0,0.83,7.27,1.51,0.81,1.08
473,474,HII,"Huntington Ingalls Industries, Inc.",9966766575,252.75,11585000000.0,1.06,12611766575.0,14.26,2.06%,4.90%,794000000.0,705000000.0,17.73,966000000.0,1306000000.0,777000000.0,-247000000.0,-838000000.0,-308000000.0,169000000.0,2655000000.0,-0.1496,11167000000.0,7041000000.0,2.42,9.66,0.6,4.73,1.97
474,475,FFIV,"F5, Inc.",9866643076,168.34,2783567000.0,0.53,9191529076.0,20.21,0,0,579786000.0,498513000.0,8.33,601623000.0,751685000.0,741810000.0,-62999000.0,-512069000.0,166742000.0,103110000.0,228368000.0,-0.12140000000000001,5384670000.0,2451404000.0,3.36,12.23,1.14,3.19,3.9
475,476,CTLT,"Catalent, Inc.",9772920000,54.0,4135000000.0,0.41,14590920000.0,2.9194921472750854,0,0,-981000000.0,-1176000000.0,-6.49,-997000000.0,-524000000.0,250000000.0,-374000000.0,33000000.0,-90000000.0,-66000000.0,4980000000.0,0.027000000000000003,9879000000.0,6268000000.0,2.71,1.7774750726348099,1.18,0.52,4.09
476,477,PAYC,"Paycom Software, Inc.",9692166900,166.79,1741918000.0,0.42,9320841900.0,20.34,0.90%,0,576704000.0,468679000.0,8.2,598713000.0,718857000.0,487570000.0,-113809000.0,-81569000.0,292192000.0,128162000.0,2287759279.222129,0.0065209001453363415,4733264000.0,3295201000.0,6.74,12.97,1.17,5.1,2.19
